1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.996845428,0.003152911,1.66E-06,1.94E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.993697498,0.006295861,6.64E-06,1.56E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990556201,0.009428864,1.49E-05,5.25E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.987421532,0.012551931,2.65E-05,1.24E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.984293483,0.015665075,4.14E-05,2.43E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.981172047,0.018768308,5.96E-05,4.20E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.978057218,0.021861642,8.11E-05,6.67E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974948987,0.024945089,0.000105824,9.95E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.971847349,0.028018662,0.000133847,1.42E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968752296,0.031082374,0.000165136,1.94E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.965663822,0.034136235,0.000199685,2.59E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.962581918,0.037180258,0.000237488,3.36E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.959506579,0.040214457,0.000278537,4.27E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.956437797,0.043238842,0.000322828,5.33E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.953375565,0.046253426,0.000370353,6.56E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.950319876,0.049258222,0.000421106,7.96E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.947270724,0.052253241,0.00047508,9.55E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.944228101,0.055238497,0.000532269,1.13E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.941192,0.058214,0.000592667,1.33E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.938162414,0.061179764,0.000656267,1.56E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
