1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.997668481,0.002330612,9.07E-07,7.84E-11,0,0,0,0,0,0,0,0,0,0,0,0,0
0.995340589,0.004655784,3.63E-06,6.27E-10,0,0,0,0,0,0,0,0,0,0,0,0,0
0.993016321,0.006975522,8.16E-06,2.12E-09,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990695674,0.00928983,1.45E-05,5.02E-09,0,0,0,0,0,0,0,0,0,0,0,0,0
0.988378645,0.011598714,2.26E-05,9.80E-09,0,0,0,0,0,0,0,0,0,0,0,0,0
0.986065232,0.013902178,3.26E-05,1.69E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
0.983755431,0.016200227,4.43E-05,2.69E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
0.981449241,0.018492866,5.79E-05,4.01E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
0.979146657,0.0207801,7.32E-05,5.72E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
0.976847678,0.023061934,9.03E-05,7.84E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9745523,0.025338374,0.000109222,1.04E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.97226052,0.027609423,0.000129921,1.36E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.969972337,0.029875087,0.000152404,1.72E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967687746,0.03213537,0.000176668,2.15E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.965406745,0.034390279,0.000202711,2.65E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963129332,0.036639817,0.00023053,3.21E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.960855503,0.03888399,0.000260122,3.85E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958585256,0.041122802,0.000291485,4.57E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.956318588,0.043356259,0.000324616,5.38E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.954055495,0.045584365,0.000359513,6.27E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.951795976,0.047807125,0.000396172,7.26E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.949540027,0.050024545,0.000434593,8.35E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.947287646,0.052236629,0.000474771,9.54E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.945038829,0.054443383,0.000516704,1.08E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.942793574,0.05664481,0.000560391,1.23E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.940551879,0.058840916,0.000605827,1.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.938313739,0.061031707,0.000653011,1.54E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.936079153,0.063217186,0.00070194,1.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.933848117,0.065397359,0.000752611,1.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.93162063,0.067572231,0.000805022,2.12E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.929396687,0.069741807,0.00085917,2.34E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.927176286,0.071906092,0.000915052,2.57E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.924959425,0.07406509,0.000972667,2.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9227461,0.076218807,0.001032011,3.08E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.920536308,0.078367247,0.001093082,3.36E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.918330048,0.080510416,0.001155877,3.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.916127316,0.082648318,0.001220394,3.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.913928108,0.084780959,0.00128663,4.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.911732423,0.086908343,0.001354582,4.65E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.909540258,0.089030475,0.001424249,5.02E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.907351609,0.09114736,0.001495626,5.40E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.905166474,0.093259003,0.001568713,5.81E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.902984851,0.09536541,0.001643505,6.23E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.900806735,0.097466584,0.001720001,6.68E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.898632125,0.099562531,0.001798198,7.15E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.896461017,0.101653256,0.001878093,7.63E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.89429341,0.103738764,0.001959684,8.14E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.892129299,0.10581906,0.002042968,8.67E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.889968682,0.107894149,0.002127943,9.23E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.887811557,0.109964035,0.002214606,9.80E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.88565792,0.112028723,0.002302954,1.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.883507769,0.114088219,0.002392986,1.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8813611,0.116142528,0.002484697,1.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.879217912,0.118191654,0.002578086,1.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.877078201,0.120235602,0.00267315,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.874941964,0.122274378,0.002769887,1.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.872809199,0.124307986,0.002868293,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.870679902,0.126336431,0.002968367,1.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.868554071,0.128359718,0.003070106,1.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.866431704,0.130377852,0.003173506,1.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.864312796,0.132390838,0.003278566,1.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.862197346,0.134398681,0.003385284,1.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.860085351,0.136401386,0.003493655,1.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.857976807,0.138398957,0.003603678,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.855871713,0.140391401,0.003715351,2.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.853770064,0.142378721,0.00382867,2.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.851671859,0.144360922,0.003943633,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
